PT_CODE,UMLS_CUI,TERM,TTY
10061249,C0236178,"Intra-abdominal haemorrhage",LLT
10061249,C0236178,"Intra-abdominal haemorrhage",PT
10018919,C0236180,"Haemolytic anaemia enzyme specific",LLT
10018919,C0236180,"Haemolytic anaemia enzyme specific",PT
10022493,C0236287,"Insulin tolerance test",PT
10022493,C0236287,"Insulin tolerance test",LLT
10059228,C0236439,"Haemoglobin urine",LLT
10059228,C0236439,"Haemoglobin urine",PT
10001596,C0236656,"Alcohol induced persisting dementia",LLT
10001596,C0236656,"Alcohol induced persisting dementia",PT
10053164,C0236663,"Alcohol withdrawal syndrome",PT
10053164,C0236663,"Alcohol withdrawal syndrome",LLT
10016754,C0236720,"Flashback",LLT
10016754,C0236720,"Flashback",PT
10027944,C0236747,"Mood disorder due to a general medical condition",PT
10027944,C0236747,"Mood disorder due to a general medical condition",LLT
10002859,C0236748,"Anxiety disorder due to a general medical condition",PT
10002859,C0236748,"Anxiety disorder due to a general medical condition",LLT
10004940,C0236788,"Bipolar II disorder",PT
10004940,C0236788,"Bipolar II disorder",LLT
10008522,C0236791,"Childhood disintegrative disorder",LLT
10003484,C0236792,"Asperger's disorder",LLT
10033668,C0236794,"Panic disorder without agoraphobia",LLT
10013461,C0236795,"Dissociative amnesia",PT
10013461,C0236795,"Dissociative amnesia",LLT
10016318,C0236812,"Feeding disorder of infancy or early childhood",LLT
10001084,C0236816,"Acute stress disorder",PT
10001084,C0236816,"Acute stress disorder",LLT
10039917,C0236818,"Selective mutism",PT
10039917,C0236818,"Selective mutism",LLT
10015715,C0236826,"Expressive language disorder",LLT
10027778,C0236827,"Mixed receptive-expressive language disorder",LLT
10006344,C0236845,"Breathing-related sleep disorder",PT
10006344,C0236845,"Breathing-related sleep disorder",LLT
10037207,C0236995,"Psychological factor affecting medical condition",LLT
10037207,C0236995,"Psychological factor affecting medical condition",PT
10012524,C0237020,"Dermoid cyst of ovary",LLT
10070964,C0237123,"Substance use",LLT
10070964,C0237123,"Substance use",PT
10020361,C0237154,"Homeless",PT
10020361,C0237154,"Homeless",LLT
10019304,C0237314,"Heart rate irregular",LLT
10019304,C0237314,"Heart rate irregular",PT
10049428,C0237322,"Skin turgor decreased",LLT
10049428,C0237322,"Skin turgor decreased",PT
10051244,C0237326,"Dyschezia",PT
10051244,C0237326,"Dyschezia",LLT
10055664,C0237326,"Painful defaecation",LLT
10040826,C0237849,"Skin desquamation",LLT
10040844,C0237849,"Skin exfoliation",LLT
10040844,C0237849,"Skin exfoliation",PT
10061459,C0237938,"Gastrointestinal ulcer",LLT
10061459,C0237938,"Gastrointestinal ulcer",PT
10038975,C0237962,"Retroperitoneal abscess",PT
10038975,C0237962,"Retroperitoneal abscess",LLT
10049764,C0238002,"Appendiceal abscess",PT
10049764,C0238002,"Appendiceal abscess",LLT
10073359,C0238003,"Adenocarcinoma of appendix",PT
10073359,C0238003,"Adenocarcinoma of appendix",LLT
10068196,C0238015,"Autonomic dysreflexia",PT
10068196,C0238015,"Autonomic dysreflexia",LLT
10048798,C0238020,"Biliary adenoma",LLT
10048798,C0238020,"Biliary adenoma",PT
10061020,C0238033,"Breast cancer male",LLT
10061020,C0238033,"Breast cancer male",PT
10022781,C0238034,"Intraductal papilloma of breast",LLT
10022781,C0238034,"Intraductal papilloma of breast",PT
10047119,C0238051,"Vasculitis cerebral",LLT
10048928,C0238067,"Colitis collagenous",LLT
10010970,C0238074,"Cor pulmonale chronic",LLT
10010970,C0238074,"Cor pulmonale chronic",PT
10056560,C0238088,"Diaphragmatic rupture",LLT
10056560,C0238088,"Diaphragmatic rupture",PT
10050094,C0238093,"Duodenal stenosis",PT
10050094,C0238093,"Duodenal stenosis",LLT
10066059,C0238096,"Paradoxical embolism",PT
10066059,C0238096,"Paradoxical embolism",LLT
10014586,C0238097,"Encephalitis cytomegalovirus",LLT
10014586,C0238097,"Encephalitis cytomegalovirus",PT
10009657,C0238106,"Clostridium difficile colitis",LLT
10009657,C0238106,"Clostridium difficile colitis",PT
10048816,C0238111,"Lennox-Gastaut syndrome",PT
10048816,C0238111,"Lennox-Gastaut syndrome",LLT
10052330,C0238112,"Herpes oesophagitis",LLT
10052330,C0238112,"Herpes oesophagitis",PT
10048899,C0238113,"Radiation oesophagitis",PT
10048899,C0238113,"Radiation oesophagitis",LLT
10016180,C0238122,"Fallopian tube cancer",LLT
10016180,C0238122,"Fallopian tube cancer",PT
10028885,C0238124,"Necrotising fasciitis",LLT
10028885,C0238124,"Necrotising fasciitis",PT
10002924,C0238126,"Aorto-duodenal fistula",LLT
10053481,C0238132,"Bronchopleural fistula",PT
10053481,C0238132,"Bronchopleural fistula",LLT
10076240,C0238137,"Gallbladder adenoma",LLT
10076240,C0238137,"Gallbladder adenoma",PT
10065562,C0238148,"Crocodile tears syndrome",LLT
10065562,C0238148,"Crocodile tears syndrome",PT
10073681,C0238154,"Epidural haemorrhage",PT
10073681,C0238154,"Epidural haemorrhage",LLT
10015769,C0238154,"Extradural haematoma",PT
10015769,C0238154,"Extradural haematoma",LLT
10053215,C0238159,"Haemoglobin E disease",PT
10053215,C0238159,"Haemoglobin E disease",LLT
10077172,C0238183,"Atrophic thyroiditis",PT
10077172,C0238183,"Atrophic thyroiditis",LLT
10066407,C0238190,"Inclusion body myositis",PT
10066407,C0238190,"Inclusion body myositis",LLT
10078785,C0238194,"Lymphoid hyperplasia of intestine",LLT
10078785,C0238194,"Lymphoid hyperplasia of intestine",PT
10054184,C0238196,"Small intestine carcinoma",LLT
10054184,C0238196,"Small intestine carcinoma",PT
10051066,C0238198,"Gastrointestinal stromal tumour",PT
10051066,C0238198,"Gastrointestinal stromal tumour",LLT
10065666,C0238199,"Volvulus of small bowel",LLT
10065666,C0238199,"Volvulus of small bowel",PT
10023413,C0238206,"Kidney contusion",LLT
10023413,C0238206,"Kidney contusion",PT
10063044,C0238207,"Ectopic kidney",LLT
10063044,C0238207,"Ectopic kidney",PT
10067877,C0238210,"Kidney malrotation",LLT
10067877,C0238210,"Kidney malrotation",PT
10034531,C0238212,"Perinephric abscess",LLT
10034531,C0238212,"Perinephric abscess",PT
10023439,C0238217,"Kidney transplant rejection",LLT
10023439,C0238217,"Kidney transplant rejection",PT
10076656,C0238217,"Acute allograft nephropathy",LLT
10076656,C0238217,"Acute allograft nephropathy",PT
10023851,C0238232,"Laryngeal polyp",PT
10023851,C0238232,"Laryngeal polyp",LLT
10024459,C0238239,"Light chain disease",PT
10024459,C0238239,"Light chain disease",LLT
10018821,C0238246,"Haemangioma of liver",PT
10018821,C0238246,"Haemangioma of liver",LLT
10026828,C0238265,"Marchiafava-Bignami disease",PT
10026828,C0238265,"Marchiafava-Bignami disease",LLT
10027438,C0238276,"Metal fume fever",PT
10027438,C0238276,"Metal fume fever",LLT
10028013,C0238284,"Mountain sickness acute",LLT
10064087,C0238288,"Facioscapulohumeral muscular dystrophy",LLT
10064087,C0238288,"Facioscapulohumeral muscular dystrophy",PT
10060819,C0238298,"Myxoedema coma",LLT
10060819,C0238298,"Myxoedema coma",PT
10051307,C0238309,"Ischaemic neuropathy",PT
10051307,C0238309,"Ischaemic neuropathy",LLT
10067843,C0238311,"Nicotine poisoning",LLT
10075812,C0238324,"Ovarian germ cell tumour",LLT
10075812,C0238324,"Ovarian germ cell tumour",PT
10048984,C0238334,"Pancreatic abscess",PT
10048984,C0238334,"Pancreatic abscess",LLT
10065908,C0238337,"Cystadenocarcinoma pancreas",LLT
10065908,C0238337,"Cystadenocarcinoma pancreas",PT
10056976,C0238339,"Hereditary pancreatitis",PT
10056976,C0238339,"Hereditary pancreatitis",LLT
10059631,C0238348,"Penile squamous cell carcinoma",PT
10059631,C0238348,"Penile squamous cell carcinoma",LLT
10034302,C0238349,"Penile cellulitis",LLT
10085545,C0238351,"Penile gangrene",PT
10085545,C0238351,"Penile gangrene",LLT
10071301,C0238356,"Perihepatitis",PT
10071301,C0238356,"Perihepatitis",LLT
10034761,C0238363,"Petroleum distillate poisoning",PT
10034761,C0238363,"Petroleum distillate poisoning",LLT
10037123,C0238394,"Pseudohermaphroditism female",LLT
10037123,C0238394,"Pseudohermaphroditism female",PT
10037124,C0238395,"Pseudohermaphroditism male",LLT
10037124,C0238395,"Pseudohermaphroditism male",PT
10037338,C0238397,"Pulmonary artery stenosis",PT
10037338,C0238397,"Pulmonary artery stenosis",LLT
10057102,C0238404,"Pyopneumothorax",PT
10057102,C0238404,"Pyopneumothorax",LLT
10049571,C0238418,"Scrotal abscess",PT
10049571,C0238418,"Scrotal abscess",LLT
10017068,C0238419,"Fournier's gangrene",LLT
10017068,C0238419,"Fournier's gangrene",PT
10039921,C0238421,"Selenium deficiency",PT
10039921,C0238421,"Selenium deficiency",LLT
10040642,C0238425,"Sickle cell anaemia with crisis",PT
10040642,C0238425,"Sickle cell anaemia with crisis",LLT
10042015,C0238436,"Sternal fracture",PT
10042015,C0238436,"Sternal fracture",LLT
10081041,C0238440,"Gastric leiomyoma",PT
10081041,C0238440,"Gastric leiomyoma",LLT
10059161,C0238446,"Tuberculous tenosynovitis",PT
10059161,C0238446,"Tuberculous tenosynovitis",LLT
10062123,C0238448,"Testicular embryonal carcinoma",LLT
10062123,C0238448,"Testicular embryonal carcinoma",PT
10043279,C0238451,"Teratoma of testis",LLT
10007830,C0238454,"Cavernous sinus thrombosis",LLT
10007830,C0238454,"Cavernous sinus thrombosis",PT
10038548,C0238457,"Renal vein thrombosis",PT
10038548,C0238457,"Renal vein thrombosis",LLT
10002240,C0238461,"Anaplastic thyroid cancer",LLT
10002240,C0238461,"Anaplastic thyroid cancer",PT
10027105,C0238462,"Medullary thyroid cancer",LLT
10027105,C0238462,"Medullary thyroid cancer",PT
10033701,C0238463,"Papillary thyroid cancer",LLT
10033701,C0238463,"Papillary thyroid cancer",PT
10046405,C0238493,"Ureteric injury",PT
10046405,C0238493,"Ureteric injury",LLT
10051507,C0238501,"Urethral polyp",LLT
10051507,C0238501,"Urethral polyp",PT
10046462,C0238501,"Urethral papilloma",LLT
10046462,C0238501,"Urethral papilloma",PT
10067784,C0238502,"Urethral prolapse",LLT
10067784,C0238502,"Urethral prolapse",PT
10041866,C0238518,"Squamous cell carcinoma of the vagina",LLT
10041866,C0238518,"Squamous cell carcinoma of the vagina",PT
10080783,C0238526,"Vulvovaginitis allergic",LLT
10080783,C0238526,"Vulvovaginitis allergic",PT
10063263,C0238530,"17-hydroxyprogesterone increased",LLT
10063263,C0238530,"17-hydroxyprogesterone increased",PT
10078474,C0238532,"Scaphoid abdomen",LLT
10078474,C0238532,"Scaphoid abdomen",PT
10052489,C0238569,"Abdominal rebound tenderness",LLT
10052489,C0238569,"Abdominal rebound tenderness",PT
10049207,C0238591,"Adactyly",PT
10049207,C0238591,"Adactyly",LLT
10051841,C0238614,"Exposure to allergen",LLT
10051841,C0238614,"Exposure to allergen",PT
10001939,C0238621,"Aminoaciduria",PT
10001939,C0238621,"Aminoaciduria",LLT
10050247,C0238634,"Anal inflammation",PT
10050247,C0238634,"Anal inflammation",LLT
10002799,C0238663,"Antimitochondrial antibody positive",LLT
10002799,C0238663,"Antimitochondrial antibody positive",PT
10049547,C0238665,"Antithrombin III decreased",LLT
10049547,C0238665,"Antithrombin III decreased",PT
10077595,C0238694,"Peripheral arthritis",LLT
10057500,C0238705,"Left atrial hypertrophy",PT
10057500,C0238705,"Left atrial hypertrophy",LLT
10051860,C0238705,"Left atrial enlargement",PT
10051860,C0238705,"Left atrial enlargement",LLT
10057501,C0238706,"Right atrial hypertrophy",PT
10057501,C0238706,"Right atrial hypertrophy",LLT
10049021,C0238729,"Axillary mass",LLT
10049021,C0238729,"Axillary mass",PT
10058320,C0238775,"Bladder mass",PT
10058320,C0238775,"Bladder mass",LLT
10061728,C0238792,"Bone lesion",LLT
10061728,C0238792,"Bone lesion",PT
10066816,C0238796,"Bone marrow granuloma",LLT
10066816,C0238796,"Bone marrow granuloma",PT
10006333,C0238844,"Breath sounds decreased",LLT
10060136,C0238874,"Antineutrophil cytoplasmic antibody positive",PT
10060136,C0238874,"Antineutrophil cytoplasmic antibody positive",LLT
10051550,C0238902,"Carotidynia",PT
10051550,C0238902,"Carotidynia",LLT
10053898,C0238904,"Carotid pulse increased",LLT
10053898,C0238904,"Carotid pulse increased",PT
10008500,C0239026,"Chest X-ray normal",LLT
10008500,C0239026,"Chest X-ray normal",PT
10057402,C0239054,"Choroidal coloboma",LLT
10057402,C0239054,"Choroidal coloboma",PT
10052250,C0239062,"Circumoral oedema",LLT
10052250,C0239062,"Circumoral oedema",PT
10010011,C0239081,"Colonoscopy normal",PT
10010011,C0239081,"Colonoscopy normal",LLT
10010725,C0239093,"Conjunctival irritation",LLT
10010725,C0239093,"Conjunctival irritation",PT
10072143,C0239105,"Conjunctival telangiectasia",LLT
10072143,C0239105,"Conjunctival telangiectasia",PT
10061090,C0239113,"Coombs test positive",LLT
10061090,C0239113,"Coombs test positive",PT
10036790,C0239134,"Productive cough",PT
10036790,C0239134,"Productive cough",LLT
10052286,C0239154,"High-pitched crying",LLT
10052286,C0239154,"High-pitched crying",PT
10064769,C0239161,"Dactylitis",LLT
10064769,C0239161,"Dactylitis",PT
10065785,C0239223,"External ear pain",LLT
10065785,C0239223,"External ear pain",PT
10059186,C0239233,"Early satiety",LLT
10059186,C0239233,"Early satiety",PT
10024929,C0239234,"Low set ears",PT
10024929,C0239234,"Low set ears",LLT
10052323,C0239279,"Epididymal tenderness",LLT
10052323,C0239279,"Epididymal tenderness",PT
10015029,C0239281,"Epiglottic oedema",LLT
10015029,C0239281,"Epiglottic oedema",PT
10067486,C0239283,"Epiglottic erythema",LLT
10067486,C0239283,"Epiglottic erythema",PT
10030172,C0239293,"Oesophageal haemorrhage",PT
10030172,C0239293,"Oesophageal haemorrhage",LLT
10030154,C0239295,"Oesophageal candidiasis",LLT
10030154,C0239295,"Oesophageal candidiasis",PT
10030178,C0239296,"Oesophageal obstruction",LLT
10030178,C0239296,"Oesophageal obstruction",PT
10059411,C0239324,"Prolonged expiration",PT
10059411,C0239324,"Prolonged expiration",LLT
10053652,C0239337,"Limb deformity",LLT
10053652,C0239337,"Limb deformity",PT
10053647,C0239339,"Upper limb deformity",LLT
10074620,C0239468,"Eyelid rash",LLT
10074620,C0239468,"Eyelid rash",PT
10016248,C0239549,"Fat intolerance",LLT
10016248,C0239549,"Fat intolerance",PT
10053901,C0239557,"Femoral pulse decreased",LLT
10053901,C0239557,"Femoral pulse decreased",PT
10052554,C0239571,"Foetor hepaticus",LLT
10052554,C0239571,"Foetor hepaticus",PT
10016588,C0239576,"Fibrin degradation products increased",LLT
10016588,C0239576,"Fibrin degradation products increased",PT
10050748,C0239691,"Free thyroxine index decreased",LLT
10050748,C0239691,"Free thyroxine index decreased",PT
10050749,C0239692,"Free thyroxine index increased",LLT
10050749,C0239692,"Free thyroxine index increased",PT
10074538,C0239717,"Genital atrophy",LLT
10074538,C0239717,"Genital atrophy",PT
10053178,C0239718,"Genital cyst",LLT
10053178,C0239718,"Genital cyst",PT
10054816,C0239719,"Genital erythema",LLT
10054816,C0239719,"Genital erythema",PT
10061979,C0239725,"Genital pain",LLT
10061979,C0239725,"Genital pain",PT
10018175,C0239729,"Genital rash",LLT
10018175,C0239729,"Genital rash",PT
10067419,C0239735,"Gingival erythema",PT
10067419,C0239735,"Gingival erythema",LLT
10018286,C0239739,"Gingival pain",PT
10018286,C0239739,"Gingival pain",LLT
10018296,C0239740,"Gingivitis ulcerative",LLT
10018296,C0239740,"Gingivitis ulcerative",PT
10061991,C0239779,"Grimacing",LLT
10061991,C0239779,"Grimacing",PT
10018735,C0239783,"Groin pain",PT
10018735,C0239783,"Groin pain",LLT
10058898,C0239816,"Hand dermatitis",PT
10058898,C0239816,"Hand dermatitis",LLT
10018840,C0239935,"Haematocrit increased",LLT
10018840,C0239935,"Haematocrit increased",PT
10016859,C0239941,"Foetal haemoglobin increased",LLT
10016859,C0239941,"Foetal haemoglobin increased",PT
10019668,C0239946,"Hepatic fibrosis",PT
10019668,C0239946,"Hepatic fibrosis",LLT
10019725,C0239948,"Hepatitis A antibody positive",LLT
10019725,C0239948,"Hepatitis A antibody positive",PT
10051448,C0239949,"Hepatojugular reflux",PT
10051448,C0239949,"Hepatojugular reflux",LLT
10061209,C0239954,"Hip deformity",LLT
10061209,C0239954,"Hip deformity",PT
10054941,C0239958,"Hip swelling",LLT
10051031,C0239963,"Homans' sign positive",LLT
10051031,C0239963,"Homans' sign positive",PT
10017367,C0239978,"Frequent bowel movements",LLT
10017367,C0239978,"Frequent bowel movements",PT
10020942,C0239981,"Hypoalbuminaemia",PT
10020942,C0239981,"Hypoalbuminaemia",LLT
10051833,C0239991,"Iliac bruit",LLT
10051833,C0239991,"Iliac bruit",PT
10053217,C0240007,"Inguinal mass",LLT
10053217,C0240007,"Inguinal mass",PT
10052340,C0240014,"Decreased insulin requirement",LLT
10052340,C0240014,"Decreased insulin requirement",PT
10022840,C0240059,"Intraventricular haemorrhage",LLT
10022840,C0240059,"Intraventricular haemorrhage",PT
10022970,C0240066,"Iron deficiency",PT
10022970,C0240066,"Iron deficiency",LLT
10054106,C0240095,"Joint warmth",LLT
10054106,C0240095,"Joint warmth",PT
10063043,C0240109,"Kidney palpable",LLT
10063043,C0240109,"Kidney palpable",PT
10051706,C0240158,"Laryngeal erythema",LLT
10051706,C0240158,"Laryngeal erythema",PT
10070885,C0240159,"Laryngeal haematoma",LLT
10070885,C0240159,"Laryngeal haematoma",PT
10023849,C0240164,"Laryngeal papilloma",LLT
10023849,C0240164,"Laryngeal papilloma",PT
10056383,C0240173,"Shift to the left",LLT
10056383,C0240173,"Shift to the left",PT
10049540,C0240175,"Leukocyte alkaline phosphatase increased",LLT
10049540,C0240175,"Leukocyte alkaline phosphatase increased",PT
10050658,C0240182,"Leukonychia",PT
10050658,C0240182,"Leukonychia",LLT
10080124,C0240198,"Lip erythema",LLT
10080124,C0240198,"Lip erythema",PT
10024570,C0240211,"Lip swelling",PT
10024570,C0240211,"Lip swelling",LLT
10051565,C0240223,"Hepatic displacement",LLT
10051565,C0240223,"Hepatic displacement",PT
10057110,C0240225,"Hepatic mass",LLT
10057110,C0240225,"Hepatic mass",PT
10024825,C0240233,"Loose associations",LLT
10024825,C0240233,"Loose associations",PT
10052315,C0240278,"Lymphatic obstruction",LLT
10052315,C0240278,"Lymphatic obstruction",PT
10027076,C0240318,"Mediastinal mass",PT
10027076,C0240318,"Mediastinal mass",LLT
10027336,C0240322,"Menstruation delayed",LLT
10027336,C0240322,"Menstruation delayed",PT
10057333,C0240341,"Micrographia",PT
10057333,C0240341,"Micrographia",LLT
10075532,C0240363,"Burn oral cavity",LLT
10075532,C0240363,"Burn oral cavity",PT
10075203,C0240382,"Mouth swelling",LLT
10075203,C0240382,"Mouth swelling",PT
10052900,C0240406,"Murphy's sign positive",PT
10052900,C0240406,"Murphy's sign positive",LLT
10055890,C0240412,"Haematoma muscle",LLT
10055890,C0240412,"Haematoma muscle",PT
10056720,C0240417,"Muscle mass",LLT
10056720,C0240417,"Muscle mass",PT
10052521,C0240449,"Nasal sinus drainage",LLT
10064043,C0240513,"Nipple inflammation",LLT
10064043,C0240513,"Nipple inflammation",PT
10029421,C0240515,"Nipple pain",LLT
10029421,C0240515,"Nipple pain",PT
10058680,C0240520,"Nipple swelling",LLT
10058680,C0240520,"Nipple swelling",PT
10061875,C0240547,"Nose deformity",LLT
10061875,C0240547,"Nose deformity",PT
10031131,C0240608,"Osler's nodes",LLT
10031131,C0240608,"Osler's nodes",PT
10058823,C0240611,"Ovarian mass",PT
10058823,C0240611,"Ovarian mass",LLT
10056998,C0240621,"Palatal oedema",LLT
10056998,C0240621,"Palatal oedema",PT
10020046,C0240635,"High arched palate",PT
10020046,C0240635,"High arched palate",LLT
10000636,C0240671,"Activated partial thromboplastin time prolonged",LLT
10000636,C0240671,"Activated partial thromboplastin time prolonged",PT
10083336,C0240682,"Pelvic girdle pain",LLT
10083336,C0240682,"Pelvic girdle pain",PT
10070655,C0240689,"Penile erythema",LLT
10070655,C0240689,"Penile erythema",PT
10082571,C0240694,"Penile rash",LLT
10034322,C0240698,"Penile ulceration",PT
10034322,C0240698,"Penile ulceration",LLT
10057614,C0240708,"Pericardial calcification",LLT
10057614,C0240708,"Pericardial calcification",PT
10034521,C0240713,"Perineal laceration",LLT
10061339,C0240717,"Perineal pain",LLT
10061339,C0240717,"Perineal pain",PT
10075364,C0240718,"Perineal rash",LLT
10075364,C0240718,"Perineal rash",PT
10086719,C0240719,"Perineal swelling",LLT
10086719,C0240719,"Perineal swelling",PT
10069679,C0240720,"Perineal ulceration",LLT
10069679,C0240720,"Perineal ulceration",PT
10034719,C0240735,"Personality change",PT
10034719,C0240735,"Personality change",LLT
10072369,C0240741,"Pharyngeal exudate",LLT
10072369,C0240741,"Pharyngeal exudate",PT
10051170,C0240773,"Plantar erythema",LLT
10051170,C0240773,"Plantar erythema",PT
10036575,C0240802,"Pregnancy test positive",PT
10036575,C0240802,"Pregnancy test positive",LLT
10063272,C0240806,"Progesterone increased",LLT
10063272,C0240806,"Progesterone increased",PT
10050662,C0240811,"Prostate infection",LLT
10050662,C0240811,"Prostate infection",PT
10036968,C0240812,"Prostatic pain",PT
10036968,C0240812,"Prostatic pain",LLT
10057409,C0240813,"Prostate tenderness",LLT
10057409,C0240813,"Prostate tenderness",PT
10051822,C0240816,"Prostitute",PT
10051822,C0240816,"Prostitute",LLT
10080404,C0240820,"Pseudofracture",LLT
10080404,C0240820,"Pseudofracture",PT
10056300,C0240822,"Pseudoparalysis",PT
10056300,C0240822,"Pseudoparalysis",LLT
10037480,C0240840,"Pulse pressure decreased",LLT
10037480,C0240840,"Pulse pressure decreased",PT
10057426,C0240846,"Pupillary deformity",LLT
10057426,C0240846,"Pupillary deformity",PT
10064993,C0240872,"Rectal fissure",LLT
10064993,C0240872,"Rectal fissure",PT
10038862,C0240897,"Retinal exudates",PT
10038862,C0240897,"Retinal exudates",LLT
10048628,C0240903,"Rheumatoid vasculitis",PT
10048628,C0240903,"Rheumatoid vasculitis",LLT
10066242,C0240912,"Vertical talus",LLT
10066242,C0240912,"Vertical talus",PT
10067951,C0240928,"Salt craving",LLT
10067951,C0240928,"Salt craving",PT
10067628,C0240953,"Winged scapula",PT
10067628,C0240953,"Winged scapula",LLT
10065670,C0240969,"Scrotal cyst",LLT
10065670,C0240969,"Scrotal cyst",PT
10054950,C0240972,"Scrotal erythema",LLT
10054950,C0240972,"Scrotal erythema",PT
10082689,C0240979,"Scrotal rash",LLT
10040249,C0241012,"Serum ferritin decreased",LLT
10040249,C0241012,"Serum ferritin decreased",PT
10040250,C0241013,"Serum ferritin increased",LLT
10040250,C0241013,"Serum ferritin increased",PT
10066098,C0241028,"Sexually active",PT
10066098,C0241028,"Sexually active",LLT
10054786,C0241057,"Skin burning sensation",LLT
10054786,C0241057,"Skin burning sensation",PT
10012426,C0241060,"Dermal cyst",LLT
10012426,C0241060,"Dermal cyst",PT
10051837,C0241075,"Skin induration",LLT
10051837,C0241075,"Skin induration",PT
10029415,C0241128,"Nikolsky's sign",LLT
10029415,C0241128,"Nikolsky's sign",PT
10033474,C0241136,"Pain of skin",PT
10033474,C0241136,"Pain of skin",LLT
10034754,C0241144,"Petechiae",PT
10034754,C0241144,"Petechiae",LLT
10067723,C0241148,"Skin plaque",PT
10067723,C0241148,"Skin plaque",LLT
10037578,C0241157,"Pustule",PT
10037578,C0241157,"Pustule",LLT
10050637,C0241166,"Skin tightness",LLT
10050637,C0241166,"Skin tightness",PT
10040851,C0241181,"Skin fragility",LLT
10040851,C0241181,"Skin fragility",PT
10041229,C0241185,"Smooth muscle antibody positive",LLT
10041229,C0241185,"Smooth muscle antibody positive",PT
10051220,C0241216,"Spermatic cord inflammation",LLT
10051220,C0241216,"Spermatic cord inflammation",PT
10049792,C0241217,"Spermatic cord mass",LLT
10049792,C0241217,"Spermatic cord mass",PT
10051221,C0241219,"Spermatic cord pain",LLT
10051221,C0241219,"Spermatic cord pain",PT
10057471,C0241228,"Spleen palpable",PT
10057471,C0241228,"Spleen palpable",LLT
10050090,C0241235,"Sputum purulent",LLT
10050090,C0241235,"Sputum purulent",PT
10050256,C0241237,"Dysstasia",PT
10050256,C0241237,"Dysstasia",LLT
10028140,C0241254,"Mucous stools",LLT
10028140,C0241254,"Mucous stools",PT
10051495,C0241262,"Strawberry tongue",PT
10051495,C0241262,"Strawberry tongue",LLT
10042343,C0241266,"Subcutaneous abscess",LLT
10042343,C0241266,"Subcutaneous abscess",PT
10050822,C0241310,"Suprapubic pain",PT
10050822,C0241310,"Suprapubic pain",LLT
10044601,C0241322,"Tri-iodothyronine uptake decreased",LLT
10044601,C0241322,"Tri-iodothyronine uptake decreased",PT
10044602,C0241323,"Tri-iodothyronine uptake increased",LLT
10044602,C0241323,"Tri-iodothyronine uptake increased",PT
10048872,C0241351,"Testicular cyst",LLT
10048872,C0241351,"Testicular cyst",PT
10058901,C0241353,"Testicular mass",PT
10058901,C0241353,"Testicular mass",LLT
10051390,C0241390,"Thrombin time prolonged",LLT
10051390,C0241390,"Thrombin time prolonged",PT
10051420,C0241400,"Thyroxin binding globulin increased",LLT
10051420,C0241400,"Thyroxin binding globulin increased",PT
10055028,C0241423,"Tongue atrophy",PT
10055028,C0241423,"Tongue atrophy",LLT
10050467,C0241424,"Tongue biting",PT
10050467,C0241424,"Tongue biting",LLT
10079075,C0241431,"Tongue erythema",LLT
10079075,C0241431,"Tongue erythema",PT
10037076,C0241442,"Protrusion tongue",LLT
10037076,C0241442,"Protrusion tongue",PT
10078256,C0241450,"Tonsillar erythema",LLT
10078256,C0241450,"Tonsillar erythema",PT
10078257,C0241451,"Tonsillar exudate",LLT
10078257,C0241451,"Tonsillar exudate",PT
10049710,C0241558,"Urethral haemorrhage",LLT
10049710,C0241558,"Urethral haemorrhage",PT
10061034,C0241577,"Catecholamines urine increased",LLT
10061034,C0241577,"Catecholamines urine increased",PT
10059551,C0241580,"Urine copper increased",LLT
10059551,C0241580,"Urine copper increased",PT
10011203,C0241581,"Cortisol free urine increased",LLT
10011203,C0241581,"Cortisol free urine increased",PT
10011640,C0241582,"Culture urine positive",LLT
10011640,C0241582,"Culture urine positive",PT
10046658,C0241585,"Urine porphobilinogen increased",LLT
10046658,C0241585,"Urine porphobilinogen increased",PT
10059941,C0241586,"Porphyrins urine increased",LLT
10059941,C0241586,"Porphyrins urine increased",PT
10074333,C0241593,"Uterine adhesions",PT
10074333,C0241593,"Uterine adhesions",LLT
10046826,C0241593,"Uterine synechiae",LLT
10050023,C0241618,"Vaginal burning sensation",LLT
10046900,C0241619,"Vaginal cyst",PT
10046900,C0241619,"Vaginal cyst",LLT
10063818,C0241634,"Vaginal oedema",LLT
10063818,C0241634,"Vaginal oedema",PT
10060715,C0241635,"Vaginal erythema",LLT
10070955,C0241671,"Right ventricular heave",LLT
10070955,C0241671,"Right ventricular heave",PT
10047608,C0241697,"Vitamin B12 decreased",LLT
10047608,C0241697,"Vitamin B12 decreased",PT
10047610,C0241698,"Vitamin B12 increased",LLT
10047610,C0241698,"Vitamin B12 increased",PT
10042170,C0241705,"Strangury",LLT
10042170,C0241705,"Strangury",PT
10056504,C0241712,"Vulval erythema",LLT
10049040,C0241729,"Weight fluctuation",LLT
10049040,C0241729,"Weight fluctuation",PT
10051373,C0241742,"Wound haemorrhage",PT
10051373,C0241742,"Wound haemorrhage",LLT
10077477,C0241812,"Staphylococcal blepharitis",LLT
10077477,C0241812,"Staphylococcal blepharitis",PT
10067548,C0241831,"Cerebral salt-wasting syndrome",LLT
10067548,C0241831,"Cerebral salt-wasting syndrome",PT
10058842,C0241832,"Cerebrovascular insufficiency",LLT
